n,car,trace,detection_id,cell,progress,action,reason,fault_id,tx_hash,status,gas_used,block,latency_s
1085,2,PVS 7,pothole_PVS7_frame_002626_0,6g5dkrrb,0.5156,refused,"InsufficientFree(free=2, needed=5)",,,0,0,0,0
1086,2,PVS 7,pothole_PVS7_frame_002627_0,6g5dkrrb,0.5158,refused,"InsufficientFree(free=2, needed=5)",,,0,0,0,0
1087,1,PVS 4,pothole_PVS4_frame_003225_0,6g5dkx3c,0.5159,refused,"InsufficientFree(free=0, needed=5)",,,0,0,0,0
1088,2,PVS 7,pothole_PVS7_frame_002628_0,6g5dkrrb,0.5161,refused,"InsufficientFree(free=2, needed=5)",,,0,0,0,0
1089,2,PVS 7,pothole_PVS7_frame_002629_0,6g5dkrrb,0.5163,refused,"InsufficientFree(free=2, needed=5)",,,0,0,0,0
1090,2,PVS 7,pothole_PVS7_frame_002630_0,6g5dkrrb,0.5165,refused,"InsufficientFree(free=2, needed=5)",,,0,0,0,0
1091,2,PVS 7,pothole_PVS7_frame_002631_0,6g5dkrrb,0.5167,refused,"InsufficientFree(free=2, needed=5)",,,0,0,0,0
1092,2,PVS 7,pothole_PVS7_frame_002632_0,6g5dkrpz,0.5169,refused,"InsufficientFree(free=2, needed=5)",,,0,0,0,0
1093,2,PVS 7,pothole_PVS7_frame_002633_0,6g5dkrpz,0.5171,refused,"InsufficientFree(free=2, needed=5)",,,0,0,0,0
1094,0,PVS 1,pothole_PVS1_frame_002767_0,6g5dkrpz,0.5173,refused,"InsufficientFree(free=2, needed=5)",,,0,0,0,0
1095,2,PVS 7,pothole_PVS7_frame_002634_0,6g5dkrpz,0.5173,refused,"InsufficientFree(free=2, needed=5)",,,0,0,0,0
1096,2,PVS 7,pothole_PVS7_frame_002636_0,6g5dkrpz,0.5177,refused,"InsufficientFree(free=2, needed=5)",,,0,0,0,0
1097,2,PVS 7,pothole_PVS7_frame_002637_0,6g5dkrpz,0.518,refused,"InsufficientFree(free=2, needed=5)",,,0,0,0,0
1098,2,PVS 7,pothole_PVS7_frame_002638_0,6g5dkrpz,0.5182,refused,"InsufficientFree(free=2, needed=5)",,,0,0,0,0
1099,2,PVS 7,pothole_PVS7_frame_002639_0,6g5dkrpz,0.5184,refused,"InsufficientFree(free=2, needed=5)",,,0,0,0,0
1100,2,PVS 7,pothole_PVS7_frame_002640_0,6g5dkrpz,0.5186,refused,"InsufficientFree(free=2, needed=5)",,,0,0,0,0
1101,2,PVS 7,pothole_PVS7_frame_002641_0,6g5dkrpz,0.5188,refused,"InsufficientFree(free=2, needed=5)",,,0,0,0,0
1102,2,PVS 7,pothole_PVS7_frame_002642_0,6g5dkrpz,0.519,refused,"InsufficientFree(free=2, needed=5)",,,0,0,0,0
1103,2,PVS 7,pothole_PVS7_frame_002644_0,6g5dkrpy,0.5194,refused,"InsufficientFree(free=2, needed=5)",,,0,0,0,0
1104,2,PVS 7,pothole_PVS7_frame_002645_0,6g5dkrpy,0.5196,refused,"InsufficientFree(free=2, needed=5)",,,0,0,0,0
1105,2,PVS 7,pothole_PVS7_frame_002647_0,6g5dkrpy,0.5201,refused,"InsufficientFree(free=2, needed=5)",,,0,0,0,0
1106,2,PVS 7,pothole_PVS7_frame_002650_0,6g5dkrpy,0.5207,refused,"InsufficientFree(free=2, needed=5)",,,0,0,0,0
1107,2,PVS 7,pothole_PVS7_frame_002651_0,6g5dkrpy,0.5209,refused,"InsufficientFree(free=2, needed=5)",,,0,0,0,0
1108,2,PVS 7,pothole_PVS7_frame_002652_0,6g5dkrpy,0.5211,refused,"InsufficientFree(free=2, needed=5)",,,0,0,0,0
1109,0,PVS 1,pothole_PVS1_frame_002788_0,6g5dkrpy,0.5212,refused,"InsufficientFree(free=2, needed=5)",,,0,0,0,0
1110,2,PVS 7,pothole_PVS7_frame_002653_0,6g5dkrpy,0.5213,refused,"InsufficientFree(free=2, needed=5)",,,0,0,0,0
1111,0,PVS 1,pothole_PVS1_frame_002789_0,6g5dkrpy,0.5214,refused,"InsufficientFree(free=2, needed=5)",,,0,0,0,0
1112,2,PVS 7,pothole_PVS7_frame_002654_0,6g5dkrpy,0.5215,refused,"InsufficientFree(free=2, needed=5)",,,0,0,0,0
1113,0,PVS 1,pothole_PVS1_frame_002790_0,6g5dkrpy,0.5216,refused,"InsufficientFree(free=2, needed=5)",,,0,0,0,0
1114,2,PVS 7,pothole_PVS7_frame_002655_0,6g5dkrpy,0.5218,refused,"InsufficientFree(free=2, needed=5)",,,0,0,0,0
1115,0,PVS 1,pothole_PVS1_frame_002791_0,6g5dkrpy,0.5218,refused,"InsufficientFree(free=2, needed=5)",,,0,0,0,0
1116,2,PVS 7,pothole_PVS7_frame_002656_0,6g5dkrpy,0.522,refused,"InsufficientFree(free=2, needed=5)",,,0,0,0,0
1117,2,PVS 7,pothole_PVS7_frame_002657_0,6g5dkrpy,0.5222,refused,"InsufficientFree(free=2, needed=5)",,,0,0,0,0
1118,2,PVS 7,pothole_PVS7_frame_002658_0,6g5dkrpy,0.5224,refused,"InsufficientFree(free=2, needed=5)",,,0,0,0,0
1119,2,PVS 7,pothole_PVS7_frame_002659_0,6g5dkrpy,0.5226,refused,"InsufficientFree(free=2, needed=5)",,,0,0,0,0
1120,2,PVS 7,pothole_PVS7_frame_002660_0,6g5dkrpy,0.5228,refused,"InsufficientFree(free=2, needed=5)",,,0,0,0,0
1121,2,PVS 7,pothole_PVS7_frame_002661_0,6g5dkrpy,0.523,refused,"InsufficientFree(free=2, needed=5)",,,0,0,0,0
1122,2,PVS 7,pothole_PVS7_frame_002662_0,6g5dkrpy,0.5232,refused,"InsufficientFree(free=2, needed=5)",,,0,0,0,0
1123,2,PVS 7,pothole_PVS7_frame_002663_0,6g5dkrpy,0.5234,refused,"InsufficientFree(free=2, needed=5)",,,0,0,0,0
1124,2,PVS 7,pothole_PVS7_frame_002664_0,6g5dkrpv,0.5237,refused,"InsufficientFree(free=2, needed=5)",,,0,0,0,0
1125,2,PVS 7,pothole_PVS7_frame_002665_0,6g5dkrpv,0.5239,refused,"InsufficientFree(free=2, needed=5)",,,0,0,0,0
1126,2,PVS 7,pothole_PVS7_frame_002667_0,6g5dkrpv,0.5243,refused,"InsufficientFree(free=2, needed=5)",,,0,0,0,0
1127,2,PVS 7,pothole_PVS7_frame_002668_0,6g5dkx0j,0.5245,refused,"InsufficientFree(free=2, needed=5)",,,0,0,0,0
1128,2,PVS 7,pothole_PVS7_frame_002670_0,6g5dkx0j,0.5249,refused,"InsufficientFree(free=2, needed=5)",,,0,0,0,0
1129,2,PVS 7,pothole_PVS7_frame_002673_0,6g5dkx0j,0.5256,refused,"InsufficientFree(free=2, needed=5)",,,0,0,0,0
1130,2,PVS 7,pothole_PVS7_frame_002674_0,6g5dkx0j,0.5258,refused,"InsufficientFree(free=2, needed=5)",,,0,0,0,0
1131,2,PVS 7,pothole_PVS7_frame_002675_0,6g5dkx0j,0.526,refused,"InsufficientFree(free=2, needed=5)",,,0,0,0,0
1132,2,PVS 7,pothole_PVS7_frame_002676_0,6g5dkx0h,0.5262,refused,"InsufficientFree(free=2, needed=5)",,,0,0,0,0
1133,2,PVS 7,pothole_PVS7_frame_002677_0,6g5dkx0h,0.5264,refused,"InsufficientFree(free=2, needed=5)",,,0,0,0,0
1134,2,PVS 7,pothole_PVS7_frame_002678_0,6g5dkx0h,0.5266,refused,"InsufficientFree(free=2, needed=5)",,,0,0,0,0
1135,0,PVS 1,pothole_PVS1_frame_002817_0,6g5dkx0h,0.5267,refused,"InsufficientFree(free=2, needed=5)",,,0,0,0,0
1136,2,PVS 7,pothole_PVS7_frame_002679_0,6g5dkx0h,0.5268,refused,"InsufficientFree(free=2, needed=5)",,,0,0,0,0
1137,0,PVS 1,pothole_PVS1_frame_002818_0,6g5dkx0h,0.5268,refused,"InsufficientFree(free=2, needed=5)",,,0,0,0,0
1138,0,PVS 1,pothole_PVS1_frame_002819_0,6g5dkx0h,0.527,refused,"InsufficientFree(free=2, needed=5)",,,0,0,0,0
1139,2,PVS 7,pothole_PVS7_frame_002680_0,6g5dkx0h,0.527,refused,"InsufficientFree(free=2, needed=5)",,,0,0,0,0
1140,1,PVS 4,pothole_PVS4_frame_003281_0,6g5dkx3t,0.5272,refused,"InsufficientFree(free=0, needed=5)",,,0,0,0,0
1141,2,PVS 7,pothole_PVS7_frame_002681_0,6g5dkx0h,0.5272,refused,"InsufficientFree(free=2, needed=5)",,,0,0,0,0
1142,0,PVS 1,pothole_PVS1_frame_002821_0,6g5dkx05,0.5274,refused,"InsufficientFree(free=2, needed=5)",,,0,0,0,0
1143,1,PVS 4,pothole_PVS4_frame_003282_0,6g5dkx3t,0.5274,refused,"InsufficientFree(free=0, needed=5)",,,0,0,0,0
1144,2,PVS 7,pothole_PVS7_frame_002682_0,6g5dkx0h,0.5275,refused,"InsufficientFree(free=2, needed=5)",,,0,0,0,0
1145,0,PVS 1,pothole_PVS1_frame_002822_0,6g5dkx05,0.5276,refused,"InsufficientFree(free=2, needed=5)",,,0,0,0,0
1146,1,PVS 4,pothole_PVS4_frame_003283_0,6g5dkx3t,0.5276,refused,"InsufficientFree(free=0, needed=5)",,,0,0,0,0
1147,1,PVS 4,pothole_PVS4_frame_003283_1,6g5dkx3t,0.5276,refused,"InsufficientFree(free=0, needed=5)",,,0,0,0,0
1148,0,PVS 1,pothole_PVS1_frame_002823_0,6g5dkx05,0.5278,refused,"InsufficientFree(free=2, needed=5)",,,0,0,0,0
1149,1,PVS 4,pothole_PVS4_frame_003284_0,6g5dkx3t,0.5278,refused,"InsufficientFree(free=0, needed=5)",,,0,0,0,0
1150,1,PVS 4,pothole_PVS4_frame_003284_1,6g5dkx3t,0.5278,refused,"InsufficientFree(free=0, needed=5)",,,0,0,0,0
1151,2,PVS 7,pothole_PVS7_frame_002684_0,6g5dkx05,0.5279,refused,"InsufficientFree(free=2, needed=5)",,,0,0,0,0
1152,0,PVS 1,pothole_PVS1_frame_002824_0,6g5dkx05,0.528,refused,"InsufficientFree(free=2, needed=5)",,,0,0,0,0
1153,1,PVS 4,pothole_PVS4_frame_003285_0,6g5dkx3t,0.528,refused,"InsufficientFree(free=0, needed=5)",,,0,0,0,0
1154,0,PVS 1,pothole_PVS1_frame_002825_0,6g5dkx05,0.5282,refused,"InsufficientFree(free=2, needed=5)",,,0,0,0,0
1155,1,PVS 4,pothole_PVS4_frame_003286_0,6g5dkx3t,0.5283,refused,"InsufficientFree(free=0, needed=5)",,,0,0,0,0
1156,1,PVS 4,pothole_PVS4_frame_003286_1,6g5dkx3t,0.5283,refused,"InsufficientFree(free=0, needed=5)",,,0,0,0,0
1157,0,PVS 1,pothole_PVS1_frame_002826_0,6g5dkx05,0.5283,refused,"InsufficientFree(free=2, needed=5)",,,0,0,0,0
1158,2,PVS 7,pothole_PVS7_frame_002687_0,6g5dkx05,0.5285,refused,"InsufficientFree(free=2, needed=5)",,,0,0,0,0
1159,0,PVS 1,pothole_PVS1_frame_002827_0,6g5dkx05,0.5285,refused,"InsufficientFree(free=2, needed=5)",,,0,0,0,0
1160,1,PVS 4,pothole_PVS4_frame_003288_0,6g5dkx3t,0.5287,refused,"InsufficientFree(free=0, needed=5)",,,0,0,0,0
1161,2,PVS 7,pothole_PVS7_frame_002688_0,6g5dkx05,0.5287,refused,"InsufficientFree(free=2, needed=5)",,,0,0,0,0
1162,0,PVS 1,pothole_PVS1_frame_002829_0,6g5dkx05,0.5289,refused,"InsufficientFree(free=2, needed=5)",,,0,0,0,0
1163,0,PVS 1,pothole_PVS1_frame_002830_0,6g5dkx05,0.5291,refused,"InsufficientFree(free=2, needed=5)",,,0,0,0,0
1164,0,PVS 1,pothole_PVS1_frame_002831_0,6g5dkx05,0.5293,refused,"InsufficientFree(free=2, needed=5)",,,0,0,0,0
1165,1,PVS 4,pothole_PVS4_frame_003292_0,6g5dkx3w,0.5295,refused,"InsufficientFree(free=0, needed=5)",,,0,0,0,0
1166,0,PVS 1,pothole_PVS1_frame_002838_0,6g5dkx06,0.5306,refused,"InsufficientFree(free=2, needed=5)",,,0,0,0,0
1167,0,PVS 1,pothole_PVS1_frame_002840_0,6g5dkx06,0.531,refused,"InsufficientFree(free=2, needed=5)",,,0,0,0,0
1168,2,PVS 7,pothole_PVS7_frame_002699_0,6g5dkx06,0.5311,refused,"InsufficientFree(free=2, needed=5)",,,0,0,0,0
1169,0,PVS 1,pothole_PVS1_frame_002842_0,6g5dkx06,0.5313,refused,"InsufficientFree(free=2, needed=5)",,,0,0,0,0
1170,2,PVS 7,pothole_PVS7_frame_002709_0,6g5dkx03,0.5332,refused,"InsufficientFree(free=2, needed=5)",,,0,0,0,0
1171,2,PVS 7,pothole_PVS7_frame_002713_0,6g5dkx02,0.534,refused,"InsufficientFree(free=2, needed=5)",,,0,0,0,0
1172,2,PVS 7,pothole_PVS7_frame_002715_0,6g5dkx02,0.5344,refused,"InsufficientFree(free=2, needed=5)",,,0,0,0,0
1173,2,PVS 7,pothole_PVS7_frame_002716_0,6g5dkx02,0.5346,refused,"InsufficientFree(free=2, needed=5)",,,0,0,0,0
1174,2,PVS 7,pothole_PVS7_frame_002717_0,6g5dkx02,0.5349,refused,"InsufficientFree(free=2, needed=5)",,,0,0,0,0
1175,2,PVS 7,pothole_PVS7_frame_002718_0,6g5dkx02,0.5351,refused,"InsufficientFree(free=2, needed=5)",,,0,0,0,0
1176,2,PVS 7,pothole_PVS7_frame_002719_0,6g5dkx02,0.5353,refused,"InsufficientFree(free=2, needed=5)",,,0,0,0,0
1177,0,PVS 1,pothole_PVS1_frame_002864_0,6g5dkx02,0.5355,refused,"InsufficientFree(free=2, needed=5)",,,0,0,0,0
1178,2,PVS 7,pothole_PVS7_frame_002720_0,6g5dkx02,0.5355,refused,"InsufficientFree(free=2, needed=5)",,,0,0,0,0
1179,2,PVS 7,pothole_PVS7_frame_002721_0,6g5dkx02,0.5357,refused,"InsufficientFree(free=2, needed=5)",,,0,0,0,0
1180,2,PVS 7,pothole_PVS7_frame_002722_0,6g5dkx02,0.5359,refused,"InsufficientFree(free=2, needed=5)",,,0,0,0,0
1181,2,PVS 7,pothole_PVS7_frame_002723_0,6g5dkx02,0.5361,refused,"InsufficientFree(free=2, needed=5)",,,0,0,0,0
1182,2,PVS 7,pothole_PVS7_frame_002724_0,6g5dkx02,0.5363,refused,"InsufficientFree(free=2, needed=5)",,,0,0,0,0
1183,2,PVS 7,pothole_PVS7_frame_002725_0,6g5dkx02,0.5365,refused,"InsufficientFree(free=2, needed=5)",,,0,0,0,0
1184,2,PVS 7,pothole_PVS7_frame_002725_1,6g5dkx02,0.5365,refused,"InsufficientFree(free=2, needed=5)",,,0,0,0,0
1185,2,PVS 7,pothole_PVS7_frame_002726_0,6g5dkx02,0.5368,refused,"InsufficientFree(free=2, needed=5)",,,0,0,0,0
1186,0,PVS 1,pothole_PVS1_frame_002873_0,6g5dkx02,0.5372,refused,"InsufficientFree(free=2, needed=5)",,,0,0,0,0
1187,2,PVS 7,pothole_PVS7_frame_002728_0,6g5dkx02,0.5372,refused,"InsufficientFree(free=2, needed=5)",,,0,0,0,0
1188,2,PVS 7,pothole_PVS7_frame_002729_0,6g5dkx02,0.5374,refused,"InsufficientFree(free=2, needed=5)",,,0,0,0,0
1189,2,PVS 7,pothole_PVS7_frame_002730_0,6g5dkx08,0.5376,refused,"InsufficientFree(free=2, needed=5)",,,0,0,0,0
1190,2,PVS 7,pothole_PVS7_frame_002730_1,6g5dkx08,0.5376,refused,"InsufficientFree(free=2, needed=5)",,,0,0,0,0
1191,1,PVS 4,pothole_PVS4_frame_003333_0,6g5dkx93,0.5378,refused,"InsufficientFree(free=0, needed=5)",,,0,0,0,0
1192,0,PVS 1,pothole_PVS1_frame_002878_0,6g5dkx08,0.5381,refused,"InsufficientFree(free=2, needed=5)",,,0,0,0,0
1193,0,PVS 1,pothole_PVS1_frame_002881_0,6g5dkx08,0.5387,refused,"InsufficientFree(free=2, needed=5)",,,0,0,0,0
1194,0,PVS 1,pothole_PVS1_frame_002884_0,6g5dkx08,0.5392,refused,"InsufficientFree(free=2, needed=5)",,,0,0,0,0
1195,2,PVS 7,pothole_PVS7_frame_002738_0,6g5dkx08,0.5393,refused,"InsufficientFree(free=2, needed=5)",,,0,0,0,0
1196,2,PVS 7,pothole_PVS7_frame_002738_1,6g5dkx08,0.5393,refused,"InsufficientFree(free=2, needed=5)",,,0,0,0,0
1197,2,PVS 7,pothole_PVS7_frame_002738_2,6g5dkx08,0.5393,refused,"InsufficientFree(free=2, needed=5)",,,0,0,0,0
1198,2,PVS 7,pothole_PVS7_frame_002740_0,6g5dkx08,0.5397,refused,"InsufficientFree(free=2, needed=5)",,,0,0,0,0
1199,2,PVS 7,pothole_PVS7_frame_002741_0,6g5dkx08,0.5399,refused,"InsufficientFree(free=2, needed=5)",,,0,0,0,0
1200,2,PVS 7,pothole_PVS7_frame_002741_1,6g5dkx08,0.5399,refused,"InsufficientFree(free=2, needed=5)",,,0,0,0,0
1201,0,PVS 1,pothole_PVS1_frame_002888_0,6g5dkx08,0.54,refused,"InsufficientFree(free=2, needed=5)",,,0,0,0,0
1202,2,PVS 7,pothole_PVS7_frame_002743_0,6g5dkx08,0.5403,refused,"InsufficientFree(free=2, needed=5)",,,0,0,0,0
1203,0,PVS 1,pothole_PVS1_frame_002890_0,6g5dkx09,0.5404,refused,"InsufficientFree(free=2, needed=5)",,,0,0,0,0
1204,0,PVS 1,pothole_PVS1_frame_002891_0,6g5dkx09,0.5405,refused,"InsufficientFree(free=2, needed=5)",,,0,0,0,0
1205,0,PVS 1,pothole_PVS1_frame_002894_0,6g5dkx0c,0.5411,refused,"InsufficientFree(free=2, needed=5)",,,0,0,0,0
1206,0,PVS 1,pothole_PVS1_frame_002894_1,6g5dkx0c,0.5411,refused,"InsufficientFree(free=2, needed=5)",,,0,0,0,0
1207,0,PVS 1,pothole_PVS1_frame_002896_0,6g5dkx0c,0.5415,refused,"InsufficientFree(free=2, needed=5)",,,0,0,0,0
1208,0,PVS 1,pothole_PVS1_frame_002897_0,6g5dkx0c,0.5417,refused,"InsufficientFree(free=2, needed=5)",,,0,0,0,0
1209,0,PVS 1,pothole_PVS1_frame_002898_0,6g5dkx0c,0.5419,refused,"InsufficientFree(free=2, needed=5)",,,0,0,0,0
1210,0,PVS 1,pothole_PVS1_frame_002899_0,6g5dkx0c,0.542,refused,"InsufficientFree(free=2, needed=5)",,,0,0,0,0
1211,0,PVS 1,pothole_PVS1_frame_002901_0,6g5dkx0c,0.5424,refused,"InsufficientFree(free=2, needed=5)",,,0,0,0,0
1212,0,PVS 1,pothole_PVS1_frame_002908_0,6g5dkx0c,0.5437,refused,"InsufficientFree(free=2, needed=5)",,,0,0,0,0
1213,0,PVS 1,pothole_PVS1_frame_002915_0,6g5dkx11,0.545,refused,"InsufficientFree(free=2, needed=5)",,,0,0,0,0
1214,2,PVS 7,pothole_PVS7_frame_002770_0,6g5dkx11,0.546,refused,"InsufficientFree(free=2, needed=5)",,,0,0,0,0
1215,0,PVS 1,pothole_PVS1_frame_002925_0,6g5dkx14,0.5469,refused,"InsufficientFree(free=2, needed=5)",,,0,0,0,0
1216,2,PVS 7,pothole_PVS7_frame_002775_0,6g5dkx14,0.5471,refused,"InsufficientFree(free=2, needed=5)",,,0,0,0,0
1217,2,PVS 7,pothole_PVS7_frame_002777_0,6g5dkx14,0.5475,refused,"InsufficientFree(free=2, needed=5)",,,0,0,0,0
1218,0,PVS 1,pothole_PVS1_frame_002930_0,6g5dkx14,0.5479,refused,"InsufficientFree(free=2, needed=5)",,,0,0,0,0
1219,0,PVS 1,pothole_PVS1_frame_002931_0,6g5dkx14,0.548,refused,"InsufficientFree(free=2, needed=5)",,,0,0,0,0
1220,0,PVS 1,pothole_PVS1_frame_002932_0,6g5dkx14,0.5482,refused,"InsufficientFree(free=2, needed=5)",,,0,0,0,0
1221,0,PVS 1,pothole_PVS1_frame_002933_0,6g5dkx14,0.5484,refused,"InsufficientFree(free=2, needed=5)",,,0,0,0,0
1222,2,PVS 7,pothole_PVS7_frame_002782_0,6g5dkx14,0.5486,refused,"InsufficientFree(free=2, needed=5)",,,0,0,0,0
1223,2,PVS 7,pothole_PVS7_frame_002784_0,6g5dkx14,0.549,refused,"InsufficientFree(free=2, needed=5)",,,0,0,0,0
1224,2,PVS 7,pothole_PVS7_frame_002786_0,6g5dkx14,0.5494,refused,"InsufficientFree(free=2, needed=5)",,,0,0,0,0
1225,2,PVS 7,pothole_PVS7_frame_002787_0,6g5dkx14,0.5496,refused,"InsufficientFree(free=2, needed=5)",,,0,0,0,0
1226,2,PVS 7,pothole_PVS7_frame_002799_0,6g5dkx14,0.5522,refused,"InsufficientFree(free=2, needed=5)",,,0,0,0,0
1227,2,PVS 7,pothole_PVS7_frame_002800_0,6g5dkx14,0.5524,refused,"InsufficientFree(free=2, needed=5)",,,0,0,0,0
1228,2,PVS 7,pothole_PVS7_frame_002801_0,6g5dkx14,0.5526,refused,"InsufficientFree(free=2, needed=5)",,,0,0,0,0
1229,2,PVS 7,pothole_PVS7_frame_002801_1,6g5dkx14,0.5526,refused,"InsufficientFree(free=2, needed=5)",,,0,0,0,0
1230,2,PVS 7,pothole_PVS7_frame_002802_0,6g5dkx14,0.5528,refused,"InsufficientFree(free=2, needed=5)",,,0,0,0,0
1231,2,PVS 7,pothole_PVS7_frame_002804_0,6g5dkx14,0.5532,refused,"InsufficientFree(free=2, needed=5)",,,0,0,0,0
1232,0,PVS 1,pothole_PVS1_frame_002960_0,6g5dkx16,0.5535,refused,"InsufficientFree(free=2, needed=5)",,,0,0,0,0
1233,2,PVS 7,pothole_PVS7_frame_002806_0,6g5dkx16,0.5537,refused,"InsufficientFree(free=2, needed=5)",,,0,0,0,0
1234,2,PVS 7,pothole_PVS7_frame_002808_0,6g5dkx16,0.5541,refused,"InsufficientFree(free=2, needed=5)",,,0,0,0,0
1235,2,PVS 7,pothole_PVS7_frame_002811_0,6g5dkx16,0.5547,refused,"InsufficientFree(free=2, needed=5)",,,0,0,0,0
1236,2,PVS 7,pothole_PVS7_frame_002812_0,6g5dkx16,0.5549,refused,"InsufficientFree(free=2, needed=5)",,,0,0,0,0
1237,2,PVS 7,pothole_PVS7_frame_002812_1,6g5dkx16,0.5549,refused,"InsufficientFree(free=2, needed=5)",,,0,0,0,0
1238,2,PVS 7,pothole_PVS7_frame_002813_0,6g5dkx16,0.5551,refused,"InsufficientFree(free=2, needed=5)",,,0,0,0,0
1239,0,PVS 1,pothole_PVS1_frame_002969_0,6g5dkx16,0.5552,refused,"InsufficientFree(free=2, needed=5)",,,0,0,0,0
1240,2,PVS 7,pothole_PVS7_frame_002814_0,6g5dkx16,0.5553,refused,"InsufficientFree(free=2, needed=5)",,,0,0,0,0
1241,2,PVS 7,pothole_PVS7_frame_002815_0,6g5dkx16,0.5556,refused,"InsufficientFree(free=2, needed=5)",,,0,0,0,0
1242,2,PVS 7,pothole_PVS7_frame_002815_1,6g5dkx16,0.5556,refused,"InsufficientFree(free=2, needed=5)",,,0,0,0,0
1243,2,PVS 7,pothole_PVS7_frame_002816_0,6g5dkx16,0.5558,refused,"InsufficientFree(free=2, needed=5)",,,0,0,0,0
1244,2,PVS 7,pothole_PVS7_frame_002817_0,6g5dkx16,0.556,refused,"InsufficientFree(free=2, needed=5)",,,0,0,0,0
1245,2,PVS 7,pothole_PVS7_frame_002818_0,6g5dkx16,0.5562,refused,"InsufficientFree(free=2, needed=5)",,,0,0,0,0
1246,2,PVS 7,pothole_PVS7_frame_002819_0,6g5dkx16,0.5564,refused,"InsufficientFree(free=2, needed=5)",,,0,0,0,0
1247,2,PVS 7,pothole_PVS7_frame_002819_1,6g5dkx16,0.5564,refused,"InsufficientFree(free=2, needed=5)",,,0,0,0,0
1248,2,PVS 7,pothole_PVS7_frame_002820_0,6g5dkx16,0.5566,refused,"InsufficientFree(free=2, needed=5)",,,0,0,0,0
1249,2,PVS 7,pothole_PVS7_frame_002820_1,6g5dkx16,0.5566,refused,"InsufficientFree(free=2, needed=5)",,,0,0,0,0
1250,2,PVS 7,pothole_PVS7_frame_002821_0,6g5dkx16,0.5568,refused,"InsufficientFree(free=2, needed=5)",,,0,0,0,0
1251,2,PVS 7,pothole_PVS7_frame_002821_1,6g5dkx16,0.5568,refused,"InsufficientFree(free=2, needed=5)",,,0,0,0,0
1252,0,PVS 1,pothole_PVS1_frame_002978_0,6g5dkx16,0.5569,refused,"InsufficientFree(free=2, needed=5)",,,0,0,0,0
1253,2,PVS 7,pothole_PVS7_frame_002822_0,6g5dkx16,0.557,refused,"InsufficientFree(free=2, needed=5)",,,0,0,0,0
1254,0,PVS 1,pothole_PVS1_frame_002980_0,6g5dkx16,0.5572,refused,"InsufficientFree(free=2, needed=5)",,,0,0,0,0
1255,2,PVS 7,pothole_PVS7_frame_002823_0,6g5dkx16,0.5572,refused,"InsufficientFree(free=2, needed=5)",,,0,0,0,0
1256,1,PVS 4,pothole_PVS4_frame_003429_0,6g5dkx8z,0.5573,refused,"InsufficientFree(free=0, needed=5)",,,0,0,0,0
1257,0,PVS 1,pothole_PVS1_frame_002981_0,6g5dkx16,0.5574,refused,"InsufficientFree(free=2, needed=5)",,,0,0,0,0
1258,2,PVS 7,pothole_PVS7_frame_002824_0,6g5dkx17,0.5575,refused,"InsufficientFree(free=2, needed=5)",,,0,0,0,0
1259,2,PVS 7,pothole_PVS7_frame_002824_1,6g5dkx17,0.5575,refused,"InsufficientFree(free=2, needed=5)",,,0,0,0,0
1260,1,PVS 4,pothole_PVS4_frame_003430_0,6g5dkx8z,0.5575,refused,"InsufficientFree(free=0, needed=5)",,,0,0,0,0
1261,0,PVS 1,pothole_PVS1_frame_002983_0,6g5dkx16,0.5578,refused,"InsufficientFree(free=2, needed=5)",,,0,0,0,0
1262,2,PVS 7,pothole_PVS7_frame_002827_0,6g5dkx17,0.5581,refused,"InsufficientFree(free=2, needed=5)",,,0,0,0,0
1263,0,PVS 1,pothole_PVS1_frame_002985_0,6g5dkx16,0.5582,refused,"InsufficientFree(free=2, needed=5)",,,0,0,0,0
1264,2,PVS 7,pothole_PVS7_frame_002828_0,6g5dkx17,0.5583,refused,"InsufficientFree(free=2, needed=5)",,,0,0,0,0
1265,2,PVS 7,pothole_PVS7_frame_002828_1,6g5dkx17,0.5583,refused,"InsufficientFree(free=2, needed=5)",,,0,0,0,0
1266,1,PVS 4,pothole_PVS4_frame_003434_0,6g5dkxbb,0.5583,refused,"InsufficientFree(free=0, needed=5)",,,0,0,0,0
1267,0,PVS 1,pothole_PVS1_frame_002986_0,6g5dkx16,0.5584,refused,"InsufficientFree(free=2, needed=5)",,,0,0,0,0
1268,2,PVS 7,pothole_PVS7_frame_002829_0,6g5dkx17,0.5585,refused,"InsufficientFree(free=2, needed=5)",,,0,0,0,0
1269,0,PVS 1,pothole_PVS1_frame_002987_0,6g5dkx16,0.5586,refused,"InsufficientFree(free=2, needed=5)",,,0,0,0,0
1270,0,PVS 1,pothole_PVS1_frame_002989_0,6g5dkx16,0.5589,refused,"InsufficientFree(free=2, needed=5)",,,0,0,0,0
1271,0,PVS 1,pothole_PVS1_frame_002990_0,6g5dkx1e,0.5591,refused,"InsufficientFree(free=2, needed=5)",,,0,0,0,0
1272,0,PVS 1,pothole_PVS1_frame_002993_0,6g5dkx1e,0.5597,refused,"InsufficientFree(free=2, needed=5)",,,0,0,0,0
1273,2,PVS 7,pothole_PVS7_frame_002837_0,6g5dkx1e,0.5602,refused,"InsufficientFree(free=2, needed=5)",,,0,0,0,0
1274,2,PVS 7,pothole_PVS7_frame_002840_0,6g5dkx1e,0.5608,refused,"InsufficientFree(free=2, needed=5)",,,0,0,0,0
